time,t_s,theta,Rs
28/07/2015 00:00,21.46,16.2,5.080
28/07/2015 02:00,20.50,16.2,5.102
28/07/2015 04:00,21.63,16.2,5.083
28/07/2015 06:00,21.53,16.2,4.781
28/07/2015 08:00,21.26,16.2,4.834
28/07/2015 10:00,20.74,16.1,4.626
28/07/2015 12:00,21.41,16.1,4.771
28/07/2015 14:00,21.49,16.0,4.846
28/07/2015 16:00,21.80,15.9,5.334
28/07/2015 18:00,22.41,15.9,5.180
28/07/2015 20:00,22.25,19.7,6.519
28/07/2015 22:00,21.86,19.4,6.212
29/07/2015 00:00,21.86,19.1,6.287
29/07/2015 02:00,21.49,18.8,6.476
29/07/2015 04:00,21.75,18.7,5.995
29/07/2015 06:00,21.55,18.6,5.948
29/07/2015 08:00,21.73,18.5,5.787
29/07/2015 10:00,21.44,18.4,5.570
29/07/2015 12:00,21.25,18.3,5.868
29/07/2015 14:00,21.32,18.2,6.111
29/07/2015 16:00,21.90,18.1,6.100
29/07/2015 18:00,22.54,18.1,5.878
29/07/2015 20:00,22.22,18.0,5.825
29/07/2015 22:00,22.29,18.0,5.654
30/07/2015 00:00,21.74,17.9,5.762
30/07/2015 02:00,22.04,17.9,5.946
30/07/2015 04:00,21.40,17.9,5.943
30/07/2015 06:00,21.34,17.9,5.448
30/07/2015 08:00,21.34,17.8,5.464
30/07/2015 10:00,21.62,17.8,5.436
30/07/2015 12:00,21.44,17.7,5.487
30/07/2015 14:00,21.35,17.6,5.793
30/07/2015 16:00,21.63,17.6,5.692
30/07/2015 18:00,21.83,17.5,5.716
30/07/2015 20:00,21.71,17.5,5.683
30/07/2015 22:00,21.45,17.5,5.642
31/07/2015 00:00,21.63,17.5,5.676
31/07/2015 02:00,21.60,17.4,5.636
31/07/2015 04:00,21.60,17.4,5.468
31/07/2015 06:00,20.58,17.4,5.250
31/07/2015 08:00,20.61,17.4,4.964
31/07/2015 10:00,21.02,17.3,5.209
31/07/2015 12:00,21.28,17.2,5.247
31/07/2015 14:00,21.30,17.2,5.534
31/07/2015 16:00,22.48,17.1,5.897
31/07/2015 18:00,22.58,17.0,5.863
31/07/2015 20:00,22.59,17.0,5.800
31/07/2015 22:00,21.73,17.0,5.530
01/08/2015 00:00,22.55,17.0,5.306
01/08/2015 02:00,21.73,17.0,5.222
01/08/2015 04:00,21.49,17.0,5.099
01/08/2015 06:00,21.50,17.0,4.838
01/08/2015 08:00,21.70,16.9,4.454
01/08/2015 10:00,21.48,16.9,5.002
01/08/2015 12:00,21.65,16.8,5.181
01/08/2015 14:00,22.37,16.7,5.109
01/08/2015 16:00,22.12,16.6,5.425
01/08/2015 18:00,22.17,16.6,5.250
01/08/2015 20:00,22.10,16.6,4.993
01/08/2015 22:00,21.83,16.6,5.022
02/08/2015 00:00,21.76,16.6,5.144
02/08/2015 02:00,21.37,16.5,4.825
02/08/2015 04:00,20.96,16.5,4.683
02/08/2015 06:00,20.96,16.5,4.393
02/08/2015 08:00,20.75,16.5,4.440
02/08/2015 10:00,20.76,16.4,4.544
02/08/2015 12:00,20.74,16.3,4.892
02/08/2015 14:00,21.62,16.2,4.764
02/08/2015 16:00,22.11,16.2,5.426
02/08/2015 18:00,22.95,16.1,5.581
02/08/2015 20:00,22.47,16.1,5.166
02/08/2015 22:00,22.28,16.1,5.133
03/08/2015 00:00,22.50,16.1,5.181
03/08/2015 02:00,21.34,16.1,4.805
03/08/2015 04:00,21.32,16.1,4.801
03/08/2015 06:00,21.31,16.1,4.605
03/08/2015 08:00,20.93,16.1,4.407
03/08/2015 10:00,21.10,16.0,4.665
03/08/2015 12:00,21.25,15.9,4.762
03/08/2015 14:00,21.17,15.8,5.029
03/08/2015 16:00,21.92,15.8,4.960
03/08/2015 18:00,22.34,15.7,5.175
03/08/2015 20:00,22.60,15.7,5.088
03/08/2015 22:00,21.75,15.7,4.721
04/08/2015 00:00,21.51,15.7,4.740
04/08/2015 02:00,21.35,15.7,4.851
04/08/2015 04:00,21.49,15.7,4.699
04/08/2015 06:00,21.32,15.7,4.537
04/08/2015 08:00,20.91,15.7,4.192
04/08/2015 10:00,20.12,15.6,4.246
04/08/2015 12:00,20.85,15.5,4.852
04/08/2015 14:00,22.03,15.4,4.848
04/08/2015 16:00,21.94,15.4,5.022
04/08/2015 18:00,21.96,15.4,4.757
04/08/2015 20:00,22.03,15.3,4.905
04/08/2015 22:00,21.40,15.3,4.414
05/08/2015 00:00,20.54,15.3,4.448
05/08/2015 02:00,20.31,15.3,4.495
05/08/2015 04:00,20.80,15.3,4.419
05/08/2015 06:00,20.07,15.3,4.311
05/08/2015 08:00,19.84,15.3,4.135
05/08/2015 10:00,19.49,15.2,4.183
05/08/2015 12:00,19.45,15.1,4.278
05/08/2015 14:00,20.77,15.1,4.389
05/08/2015 16:00,21.88,15.0,5.123
05/08/2015 18:00,22.06,14.9,5.010
05/08/2015 20:00,21.87,14.9,4.928
05/08/2015 22:00,21.49,14.9,4.692
06/08/2015 00:00,20.94,14.9,4.480
06/08/2015 02:00,20.09,15.0,4.355
06/08/2015 04:00,20.47,15.0,4.310
06/08/2015 06:00,20.47,14.9,4.278
06/08/2015 08:00,20.09,14.9,4.173
06/08/2015 10:00,19.99,14.8,4.128
06/08/2015 12:00,20.67,14.7,4.265
06/08/2015 14:00,20.56,14.7,4.501
06/08/2015 16:00,21.55,14.6,4.310
06/08/2015 18:00,21.62,14.6,4.567
06/08/2015 20:00,21.61,14.6,4.324
06/08/2015 22:00,21.54,14.6,4.414
07/08/2015 00:00,21.10,14.6,4.368
07/08/2015 02:00,20.58,14.7,4.434
07/08/2015 04:00,20.71,14.7,4.263
07/08/2015 06:00,20.35,14.7,4.102
07/08/2015 08:00,20.41,14.6,4.131
07/08/2015 10:00,20.74,14.5,4.256
07/08/2015 12:00,20.76,14.4,4.267
07/08/2015 14:00,21.32,14.4,4.446
07/08/2015 16:00,20.97,14.3,4.817
07/08/2015 18:00,21.49,14.3,4.800
07/08/2015 20:00,21.05,14.3,4.592
07/08/2015 22:00,20.86,14.3,4.382
08/08/2015 00:00,20.76,14.3,4.309
08/08/2015 02:00,20.49,14.3,4.419
08/08/2015 04:00,20.61,14.3,4.277
08/08/2015 06:00,20.25,14.3,4.258
08/08/2015 08:00,20.46,14.3,4.378
08/08/2015 10:00,20.42,14.3,4.343
08/08/2015 12:00,20.90,14.2,4.177
08/08/2015 14:00,21.05,14.1,4.209
08/08/2015 16:00,21.50,14.1,4.607
08/08/2015 18:00,21.33,14.0,4.541
08/08/2015 20:00,21.34,14.0,4.725
08/08/2015 22:00,20.92,14.0,4.526
09/08/2015 00:00,20.96,14.1,4.603
09/08/2015 02:00,20.62,14.1,4.499
09/08/2015 04:00,20.51,14.1,4.412
09/08/2015 06:00,20.63,14.1,4.351
09/08/2015 08:00,19.69,14.1,4.296
09/08/2015 10:00,19.93,14.0,4.198
09/08/2015 12:00,20.57,13.9,4.168
09/08/2015 14:00,20.47,13.8,4.063
09/08/2015 16:00,21.07,13.8,4.604
09/08/2015 18:00,21.29,13.7,4.676
09/08/2015 20:00,21.01,13.7,4.435
09/08/2015 22:00,20.66,13.7,4.392
10/08/2015 00:00,20.49,13.7,4.242
10/08/2015 02:00,19.83,13.7,4.482
10/08/2015 04:00,19.85,13.7,4.219
10/08/2015 06:00,19.52,13.7,4.102
10/08/2015 08:00,19.56,13.7,4.138
10/08/2015 10:00,19.56,13.7,4.030
10/08/2015 12:00,19.42,13.6,3.954
10/08/2015 14:00,19.89,13.5,4.094
10/08/2015 16:00,20.58,13.5,4.493
10/08/2015 18:00,20.71,13.5,4.580
10/08/2015 20:00,20.78,13.5,4.344
10/08/2015 22:00,20.81,13.5,4.371
11/08/2015 00:00,20.02,13.5,4.410
11/08/2015 02:00,20.32,13.5,4.433
11/08/2015 04:00,19.94,13.5,4.384
11/08/2015 06:00,19.76,13.5,4.291
11/08/2015 08:00,19.21,13.5,4.133
11/08/2015 10:00,19.55,13.4,4.070
11/08/2015 12:00,19.99,13.3,4.153
11/08/2015 14:00,19.81,13.2,4.072
11/08/2015 16:00,21.30,13.2,4.607
11/08/2015 18:00,21.72,13.1,4.595
11/08/2015 20:00,21.31,13.1,4.480
11/08/2015 22:00,20.89,13.1,4.528
12/08/2015 00:00,20.65,13.2,4.435
12/08/2015 02:00,20.48,13.2,4.568
12/08/2015 04:00,20.64,13.2,4.517
12/08/2015 06:00,20.23,13.2,4.401
12/08/2015 08:00,20.46,13.2,4.182
12/08/2015 10:00,20.46,13.1,4.212
12/08/2015 12:00,20.40,13.0,4.463
12/08/2015 14:00,20.73,13.0,4.494
12/08/2015 16:00,20.70,12.9,4.367
12/08/2015 18:00,21.14,12.9,4.565
12/08/2015 20:00,20.72,12.9,4.388
12/08/2015 22:00,20.69,12.9,4.419
13/08/2015 00:00,20.72,12.9,4.434
13/08/2015 02:00,20.43,12.9,4.462
13/08/2015 04:00,20.27,12.9,4.501
13/08/2015 06:00,20.16,12.9,4.389
13/08/2015 08:00,18.22,12.9,5.092
13/08/2015 10:00,19.22,13.2,5.287
13/08/2015 12:00,20.06,13.3,5.460
13/08/2015 14:00,20.26,13.3,5.360
13/08/2015 16:00,20.76,13.2,5.498
13/08/2015 18:00,20.89,13.2,5.539
13/08/2015 20:00,21.17,13.2,5.692
13/08/2015 22:00,20.61,13.3,5.528
14/08/2015 00:00,20.64,13.3,5.548
14/08/2015 02:00,20.72,13.3,5.525
14/08/2015 04:00,20.54,13.3,5.404
14/08/2015 06:00,20.00,13.3,5.189
14/08/2015 08:00,20.20,13.3,5.141
14/08/2015 10:00,20.17,13.2,5.038
14/08/2015 12:00,20.53,13.2,5.301
14/08/2015 14:00,21.15,13.2,5.475
14/08/2015 16:00,21.45,13.1,5.312
14/08/2015 18:00,21.21,13.1,5.295
14/08/2015 20:00,21.24,13.1,5.238
14/08/2015 22:00,21.21,13.1,5.219
15/08/2015 00:00,21.10,13.1,5.023
15/08/2015 02:00,20.92,13.1,5.040
15/08/2015 04:00,20.56,13.1,4.933
15/08/2015 06:00,20.21,13.1,5.024
15/08/2015 08:00,20.12,13.1,4.646
15/08/2015 10:00,20.16,13.1,4.542
15/08/2015 12:00,20.54,13.0,4.827
15/08/2015 14:00,21.33,13.0,4.714
15/08/2015 16:00,21.07,12.9,4.761
15/08/2015 18:00,21.14,12.9,4.913
15/08/2015 20:00,21.42,12.9,4.727
15/08/2015 22:00,21.12,12.9,4.581
16/08/2015 00:00,20.45,12.9,4.428
16/08/2015 02:00,20.17,12.9,4.421
16/08/2015 04:00,19.68,12.9,4.431
16/08/2015 06:00,20.26,12.9,4.345
16/08/2015 08:00,20.33,12.9,4.206
16/08/2015 10:00,19.96,12.9,4.138
16/08/2015 12:00,20.01,12.8,4.447
16/08/2015 14:00,20.22,12.8,4.467
16/08/2015 16:00,20.97,12.7,4.399
16/08/2015 18:00,20.66,12.7,4.456
16/08/2015 20:00,20.81,12.7,4.570
16/08/2015 22:00,20.13,12.7,4.477
17/08/2015 00:00,20.36,12.7,4.514
17/08/2015 02:00,19.95,12.7,4.687
17/08/2015 04:00,20.09,12.7,4.610
17/08/2015 06:00,19.23,12.9,5.088
17/08/2015 08:00,19.01,15.3,4.835
17/08/2015 10:00,18.66,18.1,5.033
17/08/2015 12:00,18.86,17.9,5.249
17/08/2015 14:00,18.86,18.4,5.881
17/08/2015 16:00,20.40,18.3,5.810
17/08/2015 18:00,19.49,17.8,5.709
17/08/2015 20:00,19.65,17.6,6.007
17/08/2015 22:00,19.93,17.8,6.135
18/08/2015 00:00,19.94,18.4,6.072
18/08/2015 02:00,19.90,18.1,5.984
18/08/2015 04:00,19.61,17.8,5.826
18/08/2015 06:00,19.75,17.7,5.753
18/08/2015 08:00,19.72,17.6,5.589
18/08/2015 10:00,19.78,17.4,5.654
18/08/2015 12:00,19.93,17.3,5.653
18/08/2015 14:00,20.15,17.2,5.859
18/08/2015 16:00,20.62,17.1,6.008
18/08/2015 18:00,21.24,17.0,5.908
18/08/2015 20:00,20.39,16.9,5.976
18/08/2015 22:00,20.77,16.9,5.469
19/08/2015 00:00,20.32,16.9,5.209
19/08/2015 02:00,19.76,16.8,5.398
19/08/2015 04:00,20.33,16.8,5.292
19/08/2015 06:00,19.76,16.8,5.371
19/08/2015 08:00,20.14,16.8,5.322
19/08/2015 10:00,19.88,16.7,5.387
19/08/2015 12:00,20.37,16.6,5.435
19/08/2015 14:00,20.74,16.5,5.392
19/08/2015 16:00,20.87,16.5,5.923
19/08/2015 18:00,21.49,16.4,5.606
19/08/2015 20:00,21.07,16.4,5.285
19/08/2015 22:00,21.07,16.4,5.282
20/08/2015 00:00,20.79,16.4,5.714
20/08/2015 02:00,20.42,16.4,5.746
20/08/2015 04:00,20.51,16.3,5.606
20/08/2015 06:00,20.67,16.3,5.672
20/08/2015 08:00,20.26,16.3,5.722
20/08/2015 10:00,20.07,16.3,5.534
20/08/2015 12:00,20.75,16.4,5.776
20/08/2015 14:00,20.36,16.5,5.940
20/08/2015 16:00,20.52,16.6,6.223
20/08/2015 18:00,20.47,16.6,6.042
20/08/2015 20:00,20.42,16.6,6.266
20/08/2015 22:00,20.51,16.6,5.863
21/08/2015 00:00,20.38,16.6,5.993
21/08/2015 02:00,20.07,16.6,6.247
21/08/2015 04:00,19.91,16.6,6.136
21/08/2015 06:00,20.32,16.5,5.771
21/08/2015 08:00,19.91,16.5,5.673
21/08/2015 10:00,19.73,16.5,5.497
21/08/2015 12:00,20.39,16.4,5.724
21/08/2015 14:00,20.22,16.4,6.027
21/08/2015 16:00,20.69,16.4,6.302
21/08/2015 18:00,20.59,16.3,6.128
21/08/2015 20:00,20.76,16.3,6.008
21/08/2015 22:00,20.20,16.3,6.226
22/08/2015 00:00,20.20,16.3,6.392
22/08/2015 02:00,19.97,16.3,6.240
22/08/2015 04:00,20.49,16.3,6.384
22/08/2015 06:00,20.18,16.3,6.152
22/08/2015 08:00,19.88,16.3,5.696
22/08/2015 10:00,20.11,16.2,5.855
22/08/2015 12:00,20.35,16.2,6.548
22/08/2015 14:00,20.75,16.1,6.209
22/08/2015 16:00,21.49,16.0,6.907
22/08/2015 18:00,22.09,16.0,6.304
22/08/2015 20:00,21.42,16.0,5.931
22/08/2015 22:00,21.52,16.0,6.450
23/08/2015 00:00,21.27,16.0,6.423
23/08/2015 02:00,21.29,16.0,6.396
23/08/2015 04:00,21.50,16.0,6.283
23/08/2015 06:00,21.02,16.0,6.048
23/08/2015 08:00,21.00,16.0,5.637
23/08/2015 10:00,20.87,16.0,5.509
23/08/2015 12:00,20.99,16.0,5.398
23/08/2015 14:00,20.75,16.0,5.621
23/08/2015 16:00,21.15,16.0,5.469
23/08/2015 18:00,20.97,15.9,5.786
23/08/2015 20:00,20.92,15.9,5.739
23/08/2015 22:00,20.91,15.9,5.481
24/08/2015 00:00,20.58,15.9,5.563
24/08/2015 02:00,20.23,15.9,5.547
24/08/2015 04:00,19.94,15.9,5.288
24/08/2015 06:00,19.90,15.9,5.233
24/08/2015 08:00,19.67,15.9,5.049
24/08/2015 10:00,19.67,15.9,4.718
24/08/2015 12:00,19.66,15.9,4.773
24/08/2015 14:00,19.62,15.8,5.165
24/08/2015 16:00,20.77,15.8,5.408
24/08/2015 18:00,21.05,15.8,5.063
24/08/2015 20:00,20.78,15.8,4.864
24/08/2015 22:00,20.00,15.8,4.989
25/08/2015 00:00,19.80,15.8,4.807
25/08/2015 02:00,19.61,15.8,5.008
25/08/2015 04:00,19.81,15.8,4.742
25/08/2015 06:00,19.18,15.8,4.586
25/08/2015 08:00,18.35,15.8,4.439
25/08/2015 10:00,18.98,15.8,4.496
25/08/2015 12:00,18.40,15.8,4.427
25/08/2015 14:00,18.36,15.8,4.604
25/08/2015 16:00,18.16,16.0,4.718
25/08/2015 18:00,18.11,16.4,4.579
25/08/2015 20:00,17.54,17.2,4.501
25/08/2015 22:00,17.10,19.1,4.170
26/08/2015 00:00,15.68,20.2,4.242
26/08/2015 02:00,14.76,21.5,4.273
26/08/2015 04:00,13.02,23.5,4.166
26/08/2015 06:00,13.08,22.8,3.993
26/08/2015 08:00,13.43,22.2,3.647
26/08/2015 10:00,13.76,21.8,3.864
26/08/2015 12:00,13.97,21.4,4.092
26/08/2015 14:00,14.80,21.1,4.137
26/08/2015 16:00,14.99,20.9,4.717
26/08/2015 18:00,15.82,20.7,4.656
26/08/2015 20:00,15.38,20.5,4.608
26/08/2015 22:00,15.71,20.3,4.669
27/08/2015 00:00,15.77,20.2,4.692
27/08/2015 02:00,15.87,20.1,4.790
27/08/2015 04:00,16.16,20.0,4.660
27/08/2015 06:00,16.08,19.9,4.621
27/08/2015 08:00,15.75,19.8,4.334
27/08/2015 10:00,16.26,19.8,4.090
27/08/2015 12:00,16.20,19.7,4.579
27/08/2015 14:00,16.85,19.6,4.499
27/08/2015 16:00,17.26,19.5,4.865
27/08/2015 18:00,17.52,19.4,4.841
27/08/2015 20:00,16.97,19.4,4.968
27/08/2015 22:00,17.87,19.3,4.916
28/08/2015 00:00,17.68,19.3,5.042
28/08/2015 02:00,17.42,19.2,4.927
28/08/2015 04:00,17.29,19.2,4.843
28/08/2015 06:00,17.20,19.1,4.780
28/08/2015 08:00,17.35,19.1,4.353
28/08/2015 10:00,17.12,19.1,4.130
28/08/2015 12:00,17.88,19.0,4.517
28/08/2015 14:00,18.11,18.9,4.720
28/08/2015 16:00,18.14,18.9,4.692
28/08/2015 18:00,18.26,18.8,4.933
28/08/2015 20:00,18.11,18.8,4.694
28/08/2015 22:00,18.01,18.8,4.673
29/08/2015 00:00,17.88,18.7,4.664
29/08/2015 02:00,18.11,18.7,4.814
29/08/2015 04:00,17.64,18.7,4.955
29/08/2015 06:00,17.69,18.6,4.668
29/08/2015 08:00,17.37,18.6,4.382
29/08/2015 10:00,17.56,18.6,4.357
29/08/2015 12:00,17.36,18.6,4.479
29/08/2015 14:00,17.77,18.6,4.473
29/08/2015 16:00,17.84,18.5,4.741
29/08/2015 18:00,17.67,18.5,4.819
29/08/2015 20:00,17.86,18.5,4.721
29/08/2015 22:00,17.93,18.5,4.674
30/08/2015 00:00,17.46,18.5,4.788
30/08/2015 02:00,17.41,18.5,4.748
30/08/2015 04:00,17.39,18.5,4.830
30/08/2015 06:00,17.42,18.6,4.817
30/08/2015 08:00,17.39,18.7,4.670
30/08/2015 10:00,17.15,19.5,4.352
30/08/2015 12:00,16.95,21.9,4.563
30/08/2015 14:00,17.46,21.6,4.838
30/08/2015 16:00,17.52,21.3,5.197
30/08/2015 18:00,17.50,21.0,5.115
30/08/2015 20:00,18.10,20.8,4.913
30/08/2015 22:00,17.83,20.7,4.766
31/08/2015 00:00,17.97,20.5,4.969
31/08/2015 02:00,17.78,20.6,4.963
31/08/2015 04:00,17.72,21.2,4.824
31/08/2015 06:00,17.59,21.1,4.751
31/08/2015 08:00,17.40,21.0,4.052
31/08/2015 10:00,17.85,20.9,4.390
31/08/2015 12:00,17.71,20.8,4.698
31/08/2015 14:00,18.08,20.7,5.025
31/08/2015 16:00,18.33,20.5,5.004
31/08/2015 18:00,18.24,20.4,5.014
31/08/2015 20:00,18.43,20.3,5.052
31/08/2015 22:00,18.34,20.2,5.292
01/09/2015 00:00,18.33,20.1,5.046
01/09/2015 02:00,18.35,20.1,4.944
01/09/2015 04:00,17.45,20.0,5.242
01/09/2015 06:00,18.07,19.9,5.043
01/09/2015 08:00,18.29,19.9,4.829
01/09/2015 10:00,17.52,21.0,4.725
01/09/2015 12:00,18.18,23.0,4.415
01/09/2015 14:00,18.04,22.3,5.036
01/09/2015 16:00,18.08,21.8,5.601
01/09/2015 18:00,19.02,21.5,5.506
01/09/2015 20:00,18.80,21.7,5.322
01/09/2015 22:00,18.93,22.4,5.607
02/09/2015 00:00,18.35,22.2,5.883
02/09/2015 02:00,18.42,21.9,5.992
02/09/2015 04:00,18.27,21.7,5.846
02/09/2015 06:00,18.34,21.9,5.685
02/09/2015 08:00,18.04,22.4,5.191
02/09/2015 10:00,18.14,22.2,5.673
02/09/2015 12:00,17.84,22.0,5.410
02/09/2015 14:00,18.71,21.6,6.048
02/09/2015 16:00,19.63,21.3,5.800
02/09/2015 18:00,19.37,21.1,5.782
02/09/2015 20:00,19.71,20.9,5.553
02/09/2015 22:00,19.25,20.7,5.203
03/09/2015 00:00,18.99,20.6,5.078
03/09/2015 02:00,18.78,20.5,5.142
03/09/2015 04:00,18.71,20.3,5.015
03/09/2015 06:00,18.47,20.2,4.699
03/09/2015 08:00,17.92,20.2,4.772
03/09/2015 10:00,18.32,20.1,4.524
03/09/2015 12:00,18.48,20.0,4.982
03/09/2015 14:00,18.80,19.9,5.210
03/09/2015 16:00,18.85,19.8,5.717
03/09/2015 18:00,19.25,19.7,5.592
03/09/2015 20:00,18.66,19.6,5.331
03/09/2015 22:00,18.21,19.6,5.197
04/09/2015 00:00,17.86,19.6,5.170
04/09/2015 02:00,18.74,19.6,5.425
04/09/2015 04:00,18.40,19.7,5.638
04/09/2015 06:00,18.56,19.8,5.548
04/09/2015 08:00,17.95,19.9,4.813
04/09/2015 10:00,18.36,19.8,4.958
04/09/2015 12:00,18.62,19.8,4.992
04/09/2015 14:00,18.48,19.7,5.061
04/09/2015 16:00,18.92,19.6,4.914
04/09/2015 18:00,19.51,19.5,5.065
04/09/2015 20:00,19.27,19.4,4.860
04/09/2015 22:00,18.79,19.4,4.641
05/09/2015 00:00,18.37,19.3,4.614
05/09/2015 02:00,18.41,19.3,4.383
05/09/2015 04:00,18.12,19.3,4.145
05/09/2015 06:00,18.06,19.2,4.082
05/09/2015 08:00,17.04,19.2,4.007
05/09/2015 10:00,17.56,19.1,3.799
05/09/2015 12:00,17.59,19.0,4.332
05/09/2015 14:00,18.08,18.9,4.658
05/09/2015 16:00,18.52,18.9,4.970
05/09/2015 18:00,18.55,18.8,4.680
05/09/2015 20:00,18.31,18.8,4.457
05/09/2015 22:00,18.31,18.8,4.563
06/09/2015 00:00,17.95,18.7,4.517
06/09/2015 02:00,18.22,18.7,4.628
06/09/2015 04:00,17.65,18.7,4.438
06/09/2015 06:00,18.09,18.7,4.194
06/09/2015 08:00,17.45,18.6,4.150
06/09/2015 10:00,17.36,18.6,3.885
06/09/2015 12:00,17.20,18.5,4.348
06/09/2015 14:00,17.65,18.5,4.955
06/09/2015 16:00,17.41,18.5,5.020
06/09/2015 18:00,17.73,18.6,4.933
06/09/2015 20:00,17.17,21.3,5.235
06/09/2015 22:00,16.77,23.4,5.074
07/09/2015 00:00,16.91,23.0,5.274
07/09/2015 02:00,16.70,22.6,5.930
07/09/2015 04:00,16.90,23.0,5.128
07/09/2015 06:00,17.30,22.5,4.875
07/09/2015 08:00,16.92,22.1,4.605
07/09/2015 10:00,17.38,21.7,4.174
07/09/2015 12:00,17.11,21.5,4.532
07/09/2015 14:00,18.06,21.2,4.631
07/09/2015 16:00,18.10,21.0,4.842
07/09/2015 18:00,18.39,20.8,4.635
07/09/2015 20:00,18.05,20.7,4.567
07/09/2015 22:00,18.73,20.6,4.566
08/09/2015 00:00,18.45,20.5,4.613
08/09/2015 02:00,18.52,20.4,4.683
08/09/2015 04:00,18.11,20.5,4.688
08/09/2015 06:00,17.69,21.5,4.386
08/09/2015 08:00,17.44,23.6,4.188
08/09/2015 10:00,16.56,25.4,3.932
08/09/2015 12:00,16.60,26.1,3.890
08/09/2015 14:00,16.41,25.9,4.006
08/09/2015 16:00,16.17,25.8,4.116
08/09/2015 18:00,16.43,25.1,4.098
08/09/2015 20:00,16.16,25.3,4.299
08/09/2015 22:00,15.73,24.6,4.516
09/09/2015 00:00,15.96,24.2,4.162
09/09/2015 02:00,16.09,24.5,4.986
09/09/2015 04:00,15.52,25.6,4.778
09/09/2015 06:00,15.04,27.8,5.032
09/09/2015 08:00,15.30,29.1,4.869
09/09/2015 10:00,15.93,29.2,5.354
09/09/2015 12:00,17.83,26.6,5.627
09/09/2015 14:00,17.28,24.7,4.995
09/09/2015 16:00,17.92,23.5,4.756
09/09/2015 18:00,17.86,22.8,4.530
09/09/2015 20:00,17.36,22.3,4.453
09/09/2015 22:00,17.41,22.0,4.401
10/09/2015 00:00,17.29,21.7,4.245
10/09/2015 02:00,16.60,21.5,4.062
10/09/2015 04:00,16.99,21.3,4.207
10/09/2015 06:00,16.63,21.1,4.244
10/09/2015 08:00,16.34,21.0,3.610
10/09/2015 10:00,16.52,20.9,3.928
10/09/2015 12:00,16.89,20.7,4.082
10/09/2015 14:00,16.97,20.7,4.425
10/09/2015 16:00,17.17,20.8,4.709
10/09/2015 18:00,17.24,20.8,4.933
10/09/2015 20:00,17.57,20.8,4.525
10/09/2015 22:00,17.02,20.7,4.452
11/09/2015 00:00,17.21,20.7,4.620
11/09/2015 02:00,16.51,20.6,4.620
11/09/2015 04:00,16.77,20.5,4.507
11/09/2015 06:00,16.68,20.4,4.394
11/09/2015 08:00,16.15,20.3,3.440
11/09/2015 10:00,16.35,20.2,4.299
11/09/2015 12:00,16.69,20.1,4.364
11/09/2015 14:00,16.90,20.0,4.198
11/09/2015 16:00,17.24,19.9,4.615
11/09/2015 18:00,17.36,19.9,4.396
11/09/2015 20:00,17.40,19.8,4.214
11/09/2015 22:00,17.92,19.7,3.895
12/09/2015 00:00,17.30,19.7,3.934
12/09/2015 02:00,16.83,19.7,3.846
12/09/2015 04:00,16.91,19.6,3.793
12/09/2015 06:00,16.24,19.6,3.699
12/09/2015 08:00,16.39,19.5,3.288
12/09/2015 10:00,16.40,19.5,3.654
12/09/2015 12:00,16.42,19.4,3.982
12/09/2015 14:00,17.19,19.3,4.139
12/09/2015 16:00,17.48,19.2,4.466
12/09/2015 18:00,17.60,19.2,4.075
12/09/2015 20:00,17.32,19.1,4.132
12/09/2015 22:00,17.47,19.1,4.012
13/09/2015 00:00,17.14,19.1,3.995
13/09/2015 02:00,17.30,19.0,4.037
13/09/2015 04:00,16.78,19.0,3.915
13/09/2015 06:00,16.70,19.0,3.771
13/09/2015 08:00,16.51,18.9,3.388
13/09/2015 10:00,16.73,18.9,3.505
13/09/2015 12:00,16.50,18.8,3.437
13/09/2015 14:00,16.53,18.8,3.739
13/09/2015 16:00,17.37,18.7,3.687
13/09/2015 18:00,17.48,18.7,3.911
13/09/2015 20:00,17.52,18.7,3.728
13/09/2015 22:00,16.86,18.6,3.545
14/09/2015 00:00,16.99,18.6,3.528
14/09/2015 02:00,16.56,18.6,3.415
14/09/2015 04:00,16.14,18.6,3.455
14/09/2015 06:00,16.37,18.5,3.311
14/09/2015 08:00,16.75,18.5,2.942
14/09/2015 10:00,16.27,18.5,2.949
14/09/2015 12:00,16.46,18.4,3.029
14/09/2015 14:00,16.54,18.4,3.564
14/09/2015 16:00,16.88,18.4,3.115
14/09/2015 18:00,16.96,18.3,3.432
14/09/2015 20:00,17.11,18.3,3.412
14/09/2015 22:00,17.05,18.3,3.247
15/09/2015 00:00,16.37,18.3,3.357
15/09/2015 02:00,16.12,18.3,3.221
15/09/2015 04:00,16.55,18.2,3.113
15/09/2015 06:00,15.83,18.2,3.075
15/09/2015 08:00,15.31,18.2,3.025
15/09/2015 10:00,15.56,18.2,2.816
15/09/2015 12:00,15.71,18.1,3.161
15/09/2015 14:00,15.89,18.1,3.302
15/09/2015 16:00,16.24,18.0,3.444
15/09/2015 18:00,16.75,18.0,3.459
15/09/2015 20:00,16.54,18.0,3.291
15/09/2015 22:00,15.84,18.0,3.318
16/09/2015 00:00,16.37,18.0,3.385
16/09/2015 02:00,15.55,17.9,3.354
16/09/2015 04:00,16.25,17.9,3.304
16/09/2015 06:00,15.78,17.9,3.356
16/09/2015 08:00,16.11,17.9,2.956
16/09/2015 10:00,16.07,17.9,3.023
16/09/2015 12:00,15.35,17.8,3.348
16/09/2015 14:00,16.24,17.8,3.351
