time,t_s,theta,Rs
06/11/2015 08:00,7.91,18.9,1.193
06/11/2015 10:00,8.03,18.9,1.467
06/11/2015 12:00,8.23,18.9,1.603
06/11/2015 14:00,8.43,18.8,1.461
06/11/2015 16:00,8.85,18.8,1.567
06/11/2015 18:00,8.71,18.8,1.535
06/11/2015 20:00,8.83,18.8,1.421
06/11/2015 22:00,8.21,18.8,1.353
07/11/2015 00:00,8.82,18.8,1.397
07/11/2015 02:00,8.17,18.8,1.384
07/11/2015 04:00,8.72,18.8,1.422
07/11/2015 06:00,8.18,18.7,1.419
07/11/2015 08:00,8.99,18.7,1.248
07/11/2015 10:00,8.09,18.7,1.592
07/11/2015 12:00,8.26,18.7,1.649
07/11/2015 14:00,8.47,18.7,1.524
07/11/2015 16:00,9.46,18.7,1.538
07/11/2015 18:00,9.95,18.7,1.511
07/11/2015 20:00,9.11,18.7,1.455
07/11/2015 22:00,8.87,18.7,1.564
08/11/2015 00:00,9.10,18.7,1.590
08/11/2015 02:00,9.71,18.6,1.549
08/11/2015 04:00,9.47,18.6,1.771
08/11/2015 06:00,8.81,18.6,1.661
08/11/2015 08:00,9.04,18.6,1.571
08/11/2015 10:00,8.80,18.6,1.996
08/11/2015 12:00,9.27,18.6,2.266
08/11/2015 14:00,9.56,18.6,2.534
08/11/2015 16:00,9.69,18.6,3.127
08/11/2015 18:00,10.24,18.7,2.935
08/11/2015 20:00,10.50,18.9,3.379
08/11/2015 22:00,10.12,19.1,3.287
09/11/2015 00:00,10.34,19.4,3.540
09/11/2015 02:00,10.42,19.7,3.213
09/11/2015 04:00,10.71,19.8,2.938
09/11/2015 06:00,10.68,19.9,3.051
09/11/2015 08:00,10.41,19.9,2.955
09/11/2015 10:00,11.01,19.9,3.116
09/11/2015 12:00,11.23,19.9,3.338
09/11/2015 14:00,11.51,19.9,3.237
09/11/2015 16:00,11.84,19.9,3.219
09/11/2015 18:00,12.31,19.9,3.039
09/11/2015 20:00,11.68,19.8,3.300
09/11/2015 22:00,12.10,19.8,3.051
10/11/2015 00:00,11.91,19.8,3.031
10/11/2015 02:00,11.75,19.8,2.857
10/11/2015 04:00,11.49,19.8,2.882
10/11/2015 06:00,12.04,19.7,2.896
10/11/2015 08:00,11.76,19.7,2.554
10/11/2015 10:00,11.49,19.7,2.595
10/11/2015 12:00,11.54,19.7,2.694
10/11/2015 14:00,12.08,21.2,3.035
10/11/2015 16:00,11.84,24.3,2.949
10/11/2015 18:00,12.06,24.5,2.620
10/11/2015 20:00,11.53,23.8,2.550
10/11/2015 22:00,11.48,23.5,2.396
11/11/2015 00:00,10.98,23.0,2.276
11/11/2015 02:00,11.00,22.6,2.098
11/11/2015 04:00,10.73,22.3,2.035
11/11/2015 06:00,11.10,22.0,1.872
11/11/2015 08:00,10.46,21.7,1.797
11/11/2015 10:00,10.21,21.6,1.865
11/11/2015 12:00,10.05,21.4,1.859
11/11/2015 14:00,10.70,21.3,1.735
11/11/2015 16:00,11.02,21.1,1.748
11/11/2015 18:00,10.42,21.0,1.745
11/11/2015 20:00,9.60,20.9,1.673
11/11/2015 22:00,10.60,20.8,1.760
12/11/2015 00:00,10.12,20.7,1.665
12/11/2015 02:00,10.13,20.7,1.642
12/11/2015 04:00,10.28,20.6,1.574
12/11/2015 06:00,9.75,20.5,1.546
12/11/2015 08:00,10.09,20.5,1.404
12/11/2015 10:00,9.49,20.4,1.448
12/11/2015 12:00,9.50,20.4,1.394
12/11/2015 14:00,9.20,20.3,1.395
12/11/2015 16:00,9.67,20.3,1.474
12/11/2015 18:00,8.82,20.2,1.484
12/11/2015 20:00,9.17,20.2,1.445
12/11/2015 22:00,9.37,20.1,1.422
13/11/2015 00:00,9.22,20.1,1.431
13/11/2015 02:00,8.72,20.0,1.449
13/11/2015 04:00,8.58,20.0,1.360
13/11/2015 06:00,8.58,20.0,1.272
13/11/2015 08:00,8.45,19.9,1.149
13/11/2015 10:00,8.70,19.9,1.331
13/11/2015 12:00,8.81,19.9,1.620
13/11/2015 14:00,8.78,19.8,1.619
13/11/2015 16:00,9.33,19.8,1.628
13/11/2015 18:00,9.55,19.8,1.524
13/11/2015 20:00,8.56,19.8,1.464
13/11/2015 22:00,9.25,19.7,1.501
14/11/2015 00:00,9.38,19.7,1.775
14/11/2015 02:00,9.29,19.7,1.820
14/11/2015 04:00,8.62,19.7,1.792
14/11/2015 06:00,8.27,19.7,1.822
14/11/2015 08:00,8.73,21.3,1.638
14/11/2015 10:00,8.77,22.4,1.717
14/11/2015 12:00,8.47,22.8,1.957
14/11/2015 14:00,8.85,22.9,2.011
14/11/2015 16:00,9.10,23.0,2.223
14/11/2015 18:00,9.21,23.5,2.154
14/11/2015 20:00,9.65,24.4,2.159
14/11/2015 22:00,8.95,23.8,2.461
15/11/2015 00:00,9.34,23.2,2.389
15/11/2015 02:00,9.54,22.7,2.705
15/11/2015 04:00,9.62,23.1,2.633
15/11/2015 06:00,9.72,24.0,2.562
15/11/2015 08:00,9.28,23.4,2.544
15/11/2015 10:00,10.10,23.0,2.527
15/11/2015 12:00,10.48,22.7,2.942
15/11/2015 14:00,10.68,22.4,2.873
15/11/2015 16:00,10.05,22.1,2.535
15/11/2015 18:00,10.18,21.9,2.197
15/11/2015 20:00,10.27,21.7,2.019
15/11/2015 22:00,10.01,21.5,1.925
16/11/2015 00:00,10.26,21.4,1.819
16/11/2015 02:00,10.13,21.2,1.751
16/11/2015 04:00,9.32,21.1,1.631
16/11/2015 06:00,9.73,21.0,1.476
16/11/2015 08:00,9.67,20.9,1.445
16/11/2015 10:00,9.65,20.1,1.773
16/11/2015 12:00,9.13,20.8,2.132
16/11/2015 14:00,9.57,20.7,2.288
16/11/2015 16:00,9.93,20.6,1.978
16/11/2015 18:00,10.45,20.6,1.939
16/11/2015 20:00,10.43,20.5,1.891
16/11/2015 22:00,9.38,20.5,1.959
17/11/2015 00:00,10.28,20.4,2.003
17/11/2015 02:00,10.17,20.4,1.829
17/11/2015 04:00,9.68,20.3,1.784
17/11/2015 06:00,9.58,20.3,1.878
17/11/2015 08:00,9.72,20.2,1.900
17/11/2015 10:00,9.96,20.2,2.040
17/11/2015 12:00,10.33,20.1,2.230
17/11/2015 14:00,10.23,20.1,2.350
17/11/2015 16:00,10.34,20.1,2.154
17/11/2015 18:00,10.75,20.1,2.063
17/11/2015 20:00,10.23,20.0,2.322
17/11/2015 22:00,10.22,20.0,2.343
18/11/2015 00:00,11.05,20.1,2.438
18/11/2015 02:00,10.87,20.3,2.232
18/11/2015 04:00,10.69,20.4,2.211
18/11/2015 06:00,10.51,20.5,2.209
18/11/2015 08:00,10.63,20.5,1.799
18/11/2015 10:00,10.59,20.5,2.153
18/11/2015 12:00,10.39,20.5,2.603
18/11/2015 14:00,10.75,20.5,2.724
18/11/2015 16:00,11.49,22.1,2.538
18/11/2015 18:00,11.37,25.5,2.658
18/11/2015 20:00,11.57,25.3,2.885
18/11/2015 22:00,11.18,24.1,2.737
19/11/2015 00:00,11.19,23.5,2.595
19/11/2015 02:00,11.06,24.0,2.611
19/11/2015 04:00,10.99,23.8,2.333
19/11/2015 06:00,11.11,23.3,2.105
19/11/2015 08:00,10.51,22.9,1.792
19/11/2015 10:00,10.65,22.6,1.767
19/11/2015 12:00,10.87,22.3,1.926
19/11/2015 14:00,11.13,22.1,1.868
19/11/2015 16:00,10.48,21.9,1.811
19/11/2015 18:00,10.96,21.7,1.708
19/11/2015 20:00,10.97,21.6,1.749
19/11/2015 22:00,10.31,21.5,1.756
20/11/2015 00:00,10.17,21.4,1.681
20/11/2015 02:00,10.33,21.4,1.865
20/11/2015 04:00,10.33,21.3,1.795
20/11/2015 06:00,10.34,21.2,1.735
20/11/2015 08:00,10.14,21.1,1.537
20/11/2015 10:00,10.16,21.1,1.609
20/11/2015 12:00,10.28,21.0,1.836
20/11/2015 14:00,10.69,20.9,1.915
20/11/2015 16:00,10.39,20.9,1.851
20/11/2015 18:00,10.28,20.8,1.790
20/11/2015 20:00,10.51,20.7,1.679
20/11/2015 22:00,9.95,20.7,1.724
21/11/2015 00:00,9.85,20.6,1.635
21/11/2015 02:00,9.84,20.6,1.386
21/11/2015 04:00,9.55,20.5,1.373
21/11/2015 06:00,9.26,20.5,1.270
21/11/2015 08:00,9.42,20.4,1.150
21/11/2015 10:00,8.61,20.4,1.506
21/11/2015 12:00,9.12,20.3,1.852
21/11/2015 14:00,9.00,20.3,1.805
21/11/2015 16:00,9.67,20.2,1.735
21/11/2015 18:00,10.26,20.2,1.566
21/11/2015 20:00,10.18,20.2,1.568
21/11/2015 22:00,10.13,20.2,1.535
22/11/2015 00:00,9.55,20.1,1.454
22/11/2015 02:00,9.40,20.1,1.453
22/11/2015 04:00,9.81,20.0,1.400
22/11/2015 06:00,8.80,20.0,1.447
22/11/2015 08:00,9.19,20.0,1.274
22/11/2015 10:00,8.97,19.9,1.284
22/11/2015 12:00,8.87,19.9,1.374
22/11/2015 14:00,8.82,19.9,1.367
22/11/2015 16:00,8.69,19.9,1.416
22/11/2015 18:00,9.57,19.8,1.374
22/11/2015 20:00,9.04,19.8,1.403
22/11/2015 22:00,8.58,19.8,1.385
23/11/2015 00:00,8.97,19.8,1.406
23/11/2015 02:00,8.72,19.7,1.393
23/11/2015 04:00,8.52,19.7,1.409
23/11/2015 06:00,8.16,19.7,1.383
23/11/2015 08:00,8.02,19.7,1.307
23/11/2015 10:00,9.20,19.7,1.372
23/11/2015 12:00,8.58,19.6,1.477
23/11/2015 14:00,8.69,19.6,1.483
23/11/2015 16:00,9.37,19.6,1.650
23/11/2015 18:00,8.88,19.6,1.584
23/11/2015 20:00,8.93,19.6,1.648
23/11/2015 22:00,8.83,19.6,1.669
24/11/2015 00:00,9.34,19.5,1.718
24/11/2015 02:00,8.37,19.5,2.006
24/11/2015 04:00,9.26,19.5,1.905
24/11/2015 06:00,9.19,19.5,2.048
24/11/2015 08:00,9.62,19.5,1.658
24/11/2015 10:00,8.99,19.5,1.966
24/11/2015 12:00,9.45,19.5,2.397
24/11/2015 14:00,9.75,19.5,2.100
24/11/2015 16:00,9.50,19.5,1.937
24/11/2015 18:00,9.85,19.5,1.726
24/11/2015 20:00,9.85,19.5,1.565
24/11/2015 22:00,9.32,19.5,1.537
25/11/2015 00:00,9.32,19.5,1.613
25/11/2015 02:00,9.62,19.5,1.537
25/11/2015 04:00,8.92,19.5,1.476
25/11/2015 06:00,8.79,19.5,1.429
25/11/2015 08:00,8.58,19.5,1.247
25/11/2015 10:00,8.61,19.5,1.304
25/11/2015 12:00,7.79,19.4,1.320
25/11/2015 14:00,8.10,19.4,1.288
25/11/2015 16:00,8.20,19.4,1.342
25/11/2015 18:00,8.38,19.4,1.397
25/11/2015 20:00,7.71,19.4,1.354
25/11/2015 22:00,7.44,19.4,1.389
26/11/2015 00:00,7.84,19.4,1.576
26/11/2015 02:00,6.83,19.7,1.420
26/11/2015 04:00,6.70,21.1,1.359
26/11/2015 06:00,5.42,22.5,1.363
26/11/2015 08:00,5.97,22.7,1.521
26/11/2015 10:00,5.50,22.7,1.405
26/11/2015 12:00,5.92,22.6,1.624
26/11/2015 14:00,6.71,22.3,1.795
26/11/2015 16:00,6.75,22.1,1.638
26/11/2015 18:00,7.04,21.9,1.557
26/11/2015 20:00,6.36,21.8,1.651
26/11/2015 22:00,7.28,21.6,1.756
27/11/2015 00:00,7.18,21.5,1.610
27/11/2015 02:00,6.73,21.4,1.310
27/11/2015 04:00,6.44,21.3,1.378
27/11/2015 06:00,6.22,21.2,1.200
27/11/2015 08:00,6.26,21.1,0.958
27/11/2015 10:00,6.04,21.0,0.900
27/11/2015 12:00,5.58,20.9,1.010
27/11/2015 14:00,5.64,20.9,0.946
27/11/2015 16:00,5.80,20.8,0.848
27/11/2015 18:00,5.48,20.7,0.808
27/11/2015 20:00,5.45,20.7,0.761
27/11/2015 22:00,5.30,20.6,0.764
28/11/2015 00:00,4.52,20.6,0.749
28/11/2015 02:00,4.78,20.5,0.684
28/11/2015 04:00,4.76,20.5,0.728
28/11/2015 06:00,5.03,20.4,0.716
28/11/2015 08:00,5.33,20.4,0.615
28/11/2015 10:00,4.57,20.4,0.580
28/11/2015 12:00,4.60,20.3,0.871
28/11/2015 14:00,5.08,20.3,0.882
28/11/2015 16:00,4.92,20.3,0.810
28/11/2015 18:00,5.06,20.2,0.779
28/11/2015 20:00,4.47,20.2,0.719
28/11/2015 22:00,4.76,20.2,0.660
29/11/2015 00:00,4.56,20.1,0.725
29/11/2015 02:00,4.53,20.1,0.697
29/11/2015 04:00,4.75,20.1,0.717
29/11/2015 06:00,4.20,20.0,0.708
29/11/2015 08:00,4.07,20.0,0.607
29/11/2015 10:00,4.38,20.0,0.491
29/11/2015 12:00,4.19,20.0,0.856
29/11/2015 14:00,4.48,19.9,0.979
29/11/2015 16:00,5.40,19.9,0.860
29/11/2015 18:00,4.90,19.9,0.824
29/11/2015 20:00,4.65,19.9,0.770
29/11/2015 22:00,4.95,19.9,0.720
30/11/2015 00:00,4.93,19.8,0.720
30/11/2015 02:00,4.45,19.8,0.796
30/11/2015 04:00,4.69,19.8,0.776
30/11/2015 06:00,4.63,19.8,0.728
30/11/2015 08:00,4.40,19.8,0.651
30/11/2015 10:00,5.14,19.7,0.867
30/11/2015 12:00,4.16,19.7,0.977
30/11/2015 14:00,5.20,19.7,1.007
30/11/2015 16:00,4.85,19.7,0.927
30/11/2015 18:00,5.15,19.7,0.895
30/11/2015 20:00,4.98,19.7,0.853
30/11/2015 22:00,5.33,19.6,0.805
01/12/2015 00:00,4.64,19.6,0.841
01/12/2015 02:00,4.22,19.6,0.816
01/12/2015 04:00,4.40,19.6,0.792
01/12/2015 06:00,3.65,19.6,0.765
01/12/2015 08:00,4.25,19.6,0.688
01/12/2015 10:00,4.16,19.5,0.735
01/12/2015 12:00,4.58,19.5,0.924
01/12/2015 14:00,4.54,19.5,0.940
01/12/2015 16:00,5.34,19.5,0.878
01/12/2015 18:00,4.86,19.5,0.771
01/12/2015 20:00,4.82,19.5,0.752
01/12/2015 22:00,4.74,19.5,0.795
02/12/2015 00:00,5.39,19.4,0.761
02/12/2015 02:00,4.29,19.4,0.706
02/12/2015 04:00,4.12,19.4,0.737
02/12/2015 06:00,4.77,19.4,0.693
02/12/2015 08:00,4.25,19.4,0.669
02/12/2015 10:00,3.92,19.4,0.644
02/12/2015 12:00,4.52,19.3,1.064
02/12/2015 14:00,4.58,19.3,0.945
02/12/2015 16:00,5.23,19.3,0.910
02/12/2015 18:00,4.98,19.3,0.989
02/12/2015 20:00,5.39,19.3,0.999
02/12/2015 22:00,5.20,19.3,1.043
03/12/2015 00:00,5.26,19.3,1.144
03/12/2015 02:00,5.48,19.3,1.315
03/12/2015 04:00,4.60,19.3,1.463
03/12/2015 06:00,5.47,19.3,1.582
03/12/2015 08:00,5.90,19.3,1.560
03/12/2015 10:00,5.95,19.2,1.607
03/12/2015 12:00,5.49,19.2,1.819
03/12/2015 14:00,6.02,19.2,1.973
03/12/2015 16:00,6.72,19.2,1.699
03/12/2015 18:00,6.51,19.2,1.512
03/12/2015 20:00,6.87,19.2,1.281
03/12/2015 22:00,6.19,19.2,1.210
04/12/2015 00:00,6.14,19.2,1.143
04/12/2015 02:00,5.13,19.2,1.166
04/12/2015 04:00,5.51,19.2,1.197
04/12/2015 06:00,5.08,19.2,1.064
04/12/2015 08:00,4.59,19.1,0.987
04/12/2015 10:00,5.02,19.1,0.877
04/12/2015 12:00,4.97,19.1,0.913
04/12/2015 14:00,4.69,19.1,0.850
04/12/2015 16:00,5.22,19.1,0.854
04/12/2015 18:00,4.73,19.1,0.788
04/12/2015 20:00,4.84,19.1,0.786
04/12/2015 22:00,4.85,19.1,0.721
05/12/2015 00:00,4.20,19.1,0.690
05/12/2015 02:00,4.06,19.0,0.659
05/12/2015 04:00,4.00,19.0,0.628
05/12/2015 06:00,4.35,19.0,0.674
05/12/2015 08:00,4.15,19.0,0.645
05/12/2015 10:00,4.24,19.0,0.616
05/12/2015 12:00,4.12,19.0,0.795
05/12/2015 14:00,4.32,19.0,0.736
05/12/2015 16:00,4.34,19.0,0.779
05/12/2015 18:00,4.07,19.0,0.645
05/12/2015 20:00,4.35,19.0,0.750
05/12/2015 22:00,4.21,18.9,0.666
06/12/2015 00:00,3.11,18.9,0.604
06/12/2015 02:00,3.13,18.9,0.578
06/12/2015 04:00,4.06,18.9,0.647
06/12/2015 06:00,3.44,18.9,0.626
06/12/2015 08:00,3.59,18.9,0.604
06/12/2015 10:00,3.53,18.9,0.583
06/12/2015 12:00,3.06,18.9,0.665
06/12/2015 14:00,4.02,18.9,0.638
06/12/2015 16:00,4.50,18.9,0.668
06/12/2015 18:00,5.06,18.9,0.620
06/12/2015 20:00,4.52,18.9,0.691
06/12/2015 22:00,4.04,18.9,0.629
07/12/2015 00:00,3.92,18.8,0.721
07/12/2015 02:00,3.66,18.8,0.573
07/12/2015 04:00,4.38,18.8,0.561
07/12/2015 06:00,5.13,18.8,0.550
07/12/2015 08:00,4.31,18.8,0.538
07/12/2015 10:00,3.94,18.8,0.546
